time,sample,well,row,col,strain,mol_ID,mol_conc,replicate,OD
23.3333333333333,71,29,3,5,W,3-HP,40,3,0.138
23.3333333333333,71,30,3,6,W,3-HP,20,3,0.138
23.3333333333333,71,31,3,7,medium,None,0,3,0.138
23.3333333333333,71,32,3,8,W,LA,300,3,0.143
23.3333333333333,71,33,3,9,W,LA,200,3,0.149
23.3333333333333,71,34,3,10,W,LA,100,3,0.141
23.3333333333333,71,35,3,11,W,LA,40,3,0.149
23.3333333333333,71,36,3,12,W,LA,20,3,0.153
23.3333333333333,71,37,4,1,W,None,0,4,0.147
23.3333333333333,71,38,4,2,W,3-HP,300,4,0.146
23.3333333333333,71,39,4,3,W,3-HP,200,4,0.14
23.3333333333333,71,40,4,4,W,3-HP,100,4,0.14
23.3333333333333,71,41,4,5,W,3-HP,40,4,0.139
23.3333333333333,71,42,4,6,W,3-HP,20,4,0.144
23.3333333333333,71,43,4,7,medium,None,0,4,0.163
23.3333333333333,71,44,4,8,W,LA,300,4,0.134
23.3333333333333,71,45,4,9,W,LA,200,4,0.142
23.3333333333333,71,46,4,10,W,LA,100,4,0.13
23.3333333333333,71,47,4,11,W,LA,40,4,0.133
23.3333333333333,71,48,4,12,W,LA,20,4,0.152
23.3333333333333,71,49,5,1,MG1655,None,0,1,0.716
23.3333333333333,71,50,5,2,MG1655,3-HP,300,1,0.142
23.3333333333333,71,51,5,3,MG1655,3-HP,200,1,0.142
23.3333333333333,71,52,5,4,MG1655,3-HP,100,1,0.153
23.3333333333333,71,53,5,5,MG1655,3-HP,40,1,0.139
23.3333333333333,71,54,5,6,MG1655,3-HP,20,1,0.156
23.3333333333333,71,55,5,7,medium,3-HP,300,1,0.142
23.3333333333333,71,56,5,8,MG1655,LA,300,1,0.145
23.3333333333333,71,57,5,9,MG1655,LA,200,1,0.146
23.3333333333333,71,58,5,10,MG1655,LA,100,1,0.139
23.3333333333333,71,59,5,11,MG1655,LA,40,1,0.142
23.3333333333333,71,60,5,12,MG1655,LA,20,1,0.394
23.3333333333333,71,61,6,1,MG1655,None,0,2,0.711
23.3333333333333,71,62,6,2,MG1655,3-HP,300,2,0.138
23.3333333333333,71,63,6,3,MG1655,3-HP,200,2,0.142
23.3333333333333,71,64,6,4,MG1655,3-HP,100,2,0.143
23.3333333333333,71,65,6,5,MG1655,3-HP,40,2,0.149
23.3333333333333,71,66,6,6,MG1655,3-HP,20,2,0.305
23.3333333333333,71,67,6,7,medium,3-HP,300,2,0.134
23.3333333333333,71,68,6,8,MG1655,LA,300,2,0.154
23.3333333333333,71,69,6,9,MG1655,LA,200,2,0.143
23.3333333333333,71,70,6,10,MG1655,LA,100,2,0.14
23.3333333333333,71,71,6,11,MG1655,LA,40,2,0.146
23.3333333333333,71,72,6,12,MG1655,LA,20,2,0.386
23.3333333333333,71,73,7,1,MG1655,None,0,3,0.719
23.3333333333333,71,74,7,2,MG1655,3-HP,300,3,0.144
23.3333333333333,71,75,7,3,MG1655,3-HP,200,3,0.144
23.3333333333333,71,76,7,4,MG1655,3-HP,100,3,0.148
23.3333333333333,71,77,7,5,MG1655,3-HP,40,3,0.153
23.3333333333333,71,78,7,6,MG1655,3-HP,20,3,0.375
23.3333333333333,71,79,7,7,medium,3-HP,300,3,0.15
23.3333333333333,71,80,7,8,MG1655,LA,300,3,0.136
23.3333333333333,71,81,7,9,MG1655,LA,200,3,0.145
23.3333333333333,71,82,7,10,MG1655,LA,100,3,0.142
23.3333333333333,71,83,7,11,MG1655,LA,40,3,0.143
23.3333333333333,71,84,7,12,MG1655,LA,20,3,0.393
23.3333333333333,71,85,8,1,MG1655,None,0,4,0.73
23.3333333333333,71,86,8,2,MG1655,3-HP,300,4,0.148
23.3333333333333,71,87,8,3,MG1655,3-HP,200,4,0.137
23.3333333333333,71,88,8,4,MG1655,3-HP,100,4,0.144
23.3333333333333,71,89,8,5,MG1655,3-HP,40,4,0.151
23.3333333333333,71,90,8,6,MG1655,3-HP,20,4,0.37
23.3333333333333,71,91,8,7,medium,3-HP,300,4,0.145
23.3333333333333,71,92,8,8,MG1655,LA,300,4,0.149
23.3333333333333,71,93,8,9,MG1655,LA,200,4,0.147
23.3333333333333,71,94,8,10,MG1655,LA,100,4,0.137
23.3333333333333,71,95,8,11,MG1655,LA,40,4,0.143
23.3333333333333,71,96,8,12,MG1655,LA,20,4,0.17
23.6666666666667,72,1,1,1,W,None,0,1,0.14
23.6666666666667,72,2,1,2,W,3-HP,300,1,0.138
23.6666666666667,72,3,1,3,W,3-HP,200,1,0.153
23.6666666666667,72,4,1,4,W,3-HP,100,1,0.159
23.6666666666667,72,5,1,5,W,3-HP,40,1,0.143
23.6666666666667,72,6,1,6,W,3-HP,20,1,0.142
23.6666666666667,72,7,1,7,medium,None,0,1,0.147
23.6666666666667,72,8,1,8,W,LA,300,1,0.14
23.6666666666667,72,9,1,9,W,LA,200,1,0.138
23.6666666666667,72,10,1,10,W,LA,100,1,0.319
23.6666666666667,72,11,1,11,W,LA,40,1,0.145
23.6666666666667,72,12,1,12,W,LA,20,1,0.143
23.6666666666667,72,13,2,1,W,None,0,2,0.148
23.6666666666667,72,14,2,2,W,3-HP,300,2,0.138
23.6666666666667,72,15,2,3,W,3-HP,200,2,0.144
23.6666666666667,72,16,2,4,W,3-HP,100,2,0.141
23.6666666666667,72,17,2,5,W,3-HP,40,2,0.141
23.6666666666667,72,18,2,6,W,3-HP,20,2,0.142
23.6666666666667,72,19,2,7,medium,None,0,2,0.143
23.6666666666667,72,20,2,8,W,LA,300,2,0.142
23.6666666666667,72,21,2,9,W,LA,200,2,0.145
23.6666666666667,72,22,2,10,W,LA,100,2,0.141
23.6666666666667,72,23,2,11,W,LA,40,2,0.148
23.6666666666667,72,24,2,12,W,LA,20,2,0.146
23.6666666666667,72,25,3,1,W,None,0,3,0.141
23.6666666666667,72,26,3,2,W,3-HP,300,3,0.138
23.6666666666667,72,27,3,3,W,3-HP,200,3,0.145
23.6666666666667,72,28,3,4,W,3-HP,100,3,0.152
23.6666666666667,72,29,3,5,W,3-HP,40,3,0.138
23.6666666666667,72,30,3,6,W,3-HP,20,3,0.138
23.6666666666667,72,31,3,7,medium,None,0,3,0.138
23.6666666666667,72,32,3,8,W,LA,300,3,0.143
23.6666666666667,72,33,3,9,W,LA,200,3,0.149
23.6666666666667,72,34,3,10,W,LA,100,3,0.141
23.6666666666667,72,35,3,11,W,LA,40,3,0.149
23.6666666666667,72,36,3,12,W,LA,20,3,0.152
23.6666666666667,72,37,4,1,W,None,0,4,0.147
23.6666666666667,72,38,4,2,W,3-HP,300,4,0.146
23.6666666666667,72,39,4,3,W,3-HP,200,4,0.14
23.6666666666667,72,40,4,4,W,3-HP,100,4,0.14
23.6666666666667,72,41,4,5,W,3-HP,40,4,0.138
23.6666666666667,72,42,4,6,W,3-HP,20,4,0.144
23.6666666666667,72,43,4,7,medium,None,0,4,0.163
23.6666666666667,72,44,4,8,W,LA,300,4,0.134
23.6666666666667,72,45,4,9,W,LA,200,4,0.142
23.6666666666667,72,46,4,10,W,LA,100,4,0.129
23.6666666666667,72,47,4,11,W,LA,40,4,0.133
23.6666666666667,72,48,4,12,W,LA,20,4,0.151
23.6666666666667,72,49,5,1,MG1655,None,0,1,0.719
23.6666666666667,72,50,5,2,MG1655,3-HP,300,1,0.142
23.6666666666667,72,51,5,3,MG1655,3-HP,200,1,0.142
23.6666666666667,72,52,5,4,MG1655,3-HP,100,1,0.153
23.6666666666667,72,53,5,5,MG1655,3-HP,40,1,0.139
23.6666666666667,72,54,5,6,MG1655,3-HP,20,1,0.156
23.6666666666667,72,55,5,7,medium,3-HP,300,1,0.141
23.6666666666667,72,56,5,8,MG1655,LA,300,1,0.145
23.6666666666667,72,57,5,9,MG1655,LA,200,1,0.145
23.6666666666667,72,58,5,10,MG1655,LA,100,1,0.139
23.6666666666667,72,59,5,11,MG1655,LA,40,1,0.142
23.6666666666667,72,60,5,12,MG1655,LA,20,1,0.395
23.6666666666667,72,61,6,1,MG1655,None,0,2,0.713
23.6666666666667,72,62,6,2,MG1655,3-HP,300,2,0.138
23.6666666666667,72,63,6,3,MG1655,3-HP,200,2,0.142
23.6666666666667,72,64,6,4,MG1655,3-HP,100,2,0.143
23.6666666666667,72,65,6,5,MG1655,3-HP,40,2,0.148
23.6666666666667,72,66,6,6,MG1655,3-HP,20,2,0.307
23.6666666666667,72,67,6,7,medium,3-HP,300,2,0.134
23.6666666666667,72,68,6,8,MG1655,LA,300,2,0.154
23.6666666666667,72,69,6,9,MG1655,LA,200,2,0.143
23.6666666666667,72,70,6,10,MG1655,LA,100,2,0.14
23.6666666666667,72,71,6,11,MG1655,LA,40,2,0.146
23.6666666666667,72,72,6,12,MG1655,LA,20,2,0.385
23.6666666666667,72,73,7,1,MG1655,None,0,3,0.723
23.6666666666667,72,74,7,2,MG1655,3-HP,300,3,0.143
23.6666666666667,72,75,7,3,MG1655,3-HP,200,3,0.144
23.6666666666667,72,76,7,4,MG1655,3-HP,100,3,0.148
23.6666666666667,72,77,7,5,MG1655,3-HP,40,3,0.153
23.6666666666667,72,78,7,6,MG1655,3-HP,20,3,0.375
23.6666666666667,72,79,7,7,medium,3-HP,300,3,0.15
23.6666666666667,72,80,7,8,MG1655,LA,300,3,0.136
23.6666666666667,72,81,7,9,MG1655,LA,200,3,0.145
23.6666666666667,72,82,7,10,MG1655,LA,100,3,0.141
23.6666666666667,72,83,7,11,MG1655,LA,40,3,0.144
23.6666666666667,72,84,7,12,MG1655,LA,20,3,0.392
23.6666666666667,72,85,8,1,MG1655,None,0,4,0.732
23.6666666666667,72,86,8,2,MG1655,3-HP,300,4,0.149
23.6666666666667,72,87,8,3,MG1655,3-HP,200,4,0.137
23.6666666666667,72,88,8,4,MG1655,3-HP,100,4,0.144
23.6666666666667,72,89,8,5,MG1655,3-HP,40,4,0.15
23.6666666666667,72,90,8,6,MG1655,3-HP,20,4,0.37
23.6666666666667,72,91,8,7,medium,3-HP,300,4,0.145
23.6666666666667,72,92,8,8,MG1655,LA,300,4,0.149
23.6666666666667,72,93,8,9,MG1655,LA,200,4,0.147
23.6666666666667,72,94,8,10,MG1655,LA,100,4,0.137
23.6666666666667,72,95,8,11,MG1655,LA,40,4,0.143
23.6666666666667,72,96,8,12,MG1655,LA,20,4,0.174
24,73,1,1,1,W,None,0,1,0.14
24,73,2,1,2,W,3-HP,300,1,0.138
24,73,3,1,3,W,3-HP,200,1,0.154
24,73,4,1,4,W,3-HP,100,1,0.159
24,73,5,1,5,W,3-HP,40,1,0.143
24,73,6,1,6,W,3-HP,20,1,0.142
24,73,7,1,7,medium,None,0,1,0.147
24,73,8,1,8,W,LA,300,1,0.14
24,73,9,1,9,W,LA,200,1,0.138
24,73,10,1,10,W,LA,100,1,0.32
24,73,11,1,11,W,LA,40,1,0.145
24,73,12,1,12,W,LA,20,1,0.143
24,73,13,2,1,W,None,0,2,0.148
24,73,14,2,2,W,3-HP,300,2,0.138
24,73,15,2,3,W,3-HP,200,2,0.145
24,73,16,2,4,W,3-HP,100,2,0.141
24,73,17,2,5,W,3-HP,40,2,0.141
24,73,18,2,6,W,3-HP,20,2,0.142
24,73,19,2,7,medium,None,0,2,0.143
24,73,20,2,8,W,LA,300,2,0.142
24,73,21,2,9,W,LA,200,2,0.145
24,73,22,2,10,W,LA,100,2,0.141
24,73,23,2,11,W,LA,40,2,0.148
24,73,24,2,12,W,LA,20,2,0.146
24,73,25,3,1,W,None,0,3,0.141
24,73,26,3,2,W,3-HP,300,3,0.138
24,73,27,3,3,W,3-HP,200,3,0.145
24,73,28,3,4,W,3-HP,100,3,0.152
24,73,29,3,5,W,3-HP,40,3,0.138
24,73,30,3,6,W,3-HP,20,3,0.138
24,73,31,3,7,medium,None,0,3,0.138
24,73,32,3,8,W,LA,300,3,0.143
24,73,33,3,9,W,LA,200,3,0.149
24,73,34,3,10,W,LA,100,3,0.141
24,73,35,3,11,W,LA,40,3,0.149
24,73,36,3,12,W,LA,20,3,0.153
24,73,37,4,1,W,None,0,4,0.147
24,73,38,4,2,W,3-HP,300,4,0.146
24,73,39,4,3,W,3-HP,200,4,0.14
24,73,40,4,4,W,3-HP,100,4,0.14
24,73,41,4,5,W,3-HP,40,4,0.138
24,73,42,4,6,W,3-HP,20,4,0.144
24,73,43,4,7,medium,None,0,4,0.163
24,73,44,4,8,W,LA,300,4,0.134
24,73,45,4,9,W,LA,200,4,0.142
24,73,46,4,10,W,LA,100,4,0.13
24,73,47,4,11,W,LA,40,4,0.132
24,73,48,4,12,W,LA,20,4,0.151
24,73,49,5,1,MG1655,None,0,1,0.722
24,73,50,5,2,MG1655,3-HP,300,1,0.142
24,73,51,5,3,MG1655,3-HP,200,1,0.142
24,73,52,5,4,MG1655,3-HP,100,1,0.153
24,73,53,5,5,MG1655,3-HP,40,1,0.139
24,73,54,5,6,MG1655,3-HP,20,1,0.156
24,73,55,5,7,medium,3-HP,300,1,0.141
24,73,56,5,8,MG1655,LA,300,1,0.145
24,73,57,5,9,MG1655,LA,200,1,0.145
24,73,58,5,10,MG1655,LA,100,1,0.139
24,73,59,5,11,MG1655,LA,40,1,0.142
24,73,60,5,12,MG1655,LA,20,1,0.4
24,73,61,6,1,MG1655,None,0,2,0.715
24,73,62,6,2,MG1655,3-HP,300,2,0.138
24,73,63,6,3,MG1655,3-HP,200,2,0.143
24,73,64,6,4,MG1655,3-HP,100,2,0.143
24,73,65,6,5,MG1655,3-HP,40,2,0.148
24,73,66,6,6,MG1655,3-HP,20,2,0.307
24,73,67,6,7,medium,3-HP,300,2,0.134
24,73,68,6,8,MG1655,LA,300,2,0.154
24,73,69,6,9,MG1655,LA,200,2,0.142
24,73,70,6,10,MG1655,LA,100,2,0.14
24,73,71,6,11,MG1655,LA,40,2,0.146
24,73,72,6,12,MG1655,LA,20,2,0.388
24,73,73,7,1,MG1655,None,0,3,0.724
24,73,74,7,2,MG1655,3-HP,300,3,0.144
24,73,75,7,3,MG1655,3-HP,200,3,0.144
24,73,76,7,4,MG1655,3-HP,100,3,0.148
24,73,77,7,5,MG1655,3-HP,40,3,0.153
24,73,78,7,6,MG1655,3-HP,20,3,0.374
24,73,79,7,7,medium,3-HP,300,3,0.15
24,73,80,7,8,MG1655,LA,300,3,0.136
24,73,81,7,9,MG1655,LA,200,3,0.145
24,73,82,7,10,MG1655,LA,100,3,0.141
24,73,83,7,11,MG1655,LA,40,3,0.143
24,73,84,7,12,MG1655,LA,20,3,0.389
24,73,85,8,1,MG1655,None,0,4,0.736
24,73,86,8,2,MG1655,3-HP,300,4,0.149
24,73,87,8,3,MG1655,3-HP,200,4,0.137
24,73,88,8,4,MG1655,3-HP,100,4,0.143
24,73,89,8,5,MG1655,3-HP,40,4,0.151
24,73,90,8,6,MG1655,3-HP,20,4,0.37
24,73,91,8,7,medium,3-HP,300,4,0.145
24,73,92,8,8,MG1655,LA,300,4,0.149
24,73,93,8,9,MG1655,LA,200,4,0.147
24,73,94,8,10,MG1655,LA,100,4,0.137
24,73,95,8,11,MG1655,LA,40,4,0.143
24,73,96,8,12,MG1655,LA,20,4,0.178
24.3333333333333,74,1,1,1,W,None,0,1,0.14
24.3333333333333,74,2,1,2,W,3-HP,300,1,0.138
24.3333333333333,74,3,1,3,W,3-HP,200,1,0.153
24.3333333333333,74,4,1,4,W,3-HP,100,1,0.159
24.3333333333333,74,5,1,5,W,3-HP,40,1,0.143
24.3333333333333,74,6,1,6,W,3-HP,20,1,0.142
24.3333333333333,74,7,1,7,medium,None,0,1,0.147
24.3333333333333,74,8,1,8,W,LA,300,1,0.14
24.3333333333333,74,9,1,9,W,LA,200,1,0.138
24.3333333333333,74,10,1,10,W,LA,100,1,0.321
24.3333333333333,74,11,1,11,W,LA,40,1,0.145
24.3333333333333,74,12,1,12,W,LA,20,1,0.143
24.3333333333333,74,13,2,1,W,None,0,2,0.148
24.3333333333333,74,14,2,2,W,3-HP,300,2,0.138
24.3333333333333,74,15,2,3,W,3-HP,200,2,0.144
24.3333333333333,74,16,2,4,W,3-HP,100,2,0.141
24.3333333333333,74,17,2,5,W,3-HP,40,2,0.141
24.3333333333333,74,18,2,6,W,3-HP,20,2,0.142
24.3333333333333,74,19,2,7,medium,None,0,2,0.143
24.3333333333333,74,20,2,8,W,LA,300,2,0.142
24.3333333333333,74,21,2,9,W,LA,200,2,0.145
24.3333333333333,74,22,2,10,W,LA,100,2,0.141
24.3333333333333,74,23,2,11,W,LA,40,2,0.148
24.3333333333333,74,24,2,12,W,LA,20,2,0.146
24.3333333333333,74,25,3,1,W,None,0,3,0.141
24.3333333333333,74,26,3,2,W,3-HP,300,3,0.138
24.3333333333333,74,27,3,3,W,3-HP,200,3,0.145
24.3333333333333,74,28,3,4,W,3-HP,100,3,0.152
24.3333333333333,74,29,3,5,W,3-HP,40,3,0.138
24.3333333333333,74,30,3,6,W,3-HP,20,3,0.138
24.3333333333333,74,31,3,7,medium,None,0,3,0.138
24.3333333333333,74,32,3,8,W,LA,300,3,0.143
24.3333333333333,74,33,3,9,W,LA,200,3,0.149
24.3333333333333,74,34,3,10,W,LA,100,3,0.141
24.3333333333333,74,35,3,11,W,LA,40,3,0.149
24.3333333333333,74,36,3,12,W,LA,20,3,0.153
24.3333333333333,74,37,4,1,W,None,0,4,0.147
24.3333333333333,74,38,4,2,W,3-HP,300,4,0.146
24.3333333333333,74,39,4,3,W,3-HP,200,4,0.14
24.3333333333333,74,40,4,4,W,3-HP,100,4,0.14
24.3333333333333,74,41,4,5,W,3-HP,40,4,0.138
24.3333333333333,74,42,4,6,W,3-HP,20,4,0.143
24.3333333333333,74,43,4,7,medium,None,0,4,0.163
24.3333333333333,74,44,4,8,W,LA,300,4,0.134
24.3333333333333,74,45,4,9,W,LA,200,4,0.142
24.3333333333333,74,46,4,10,W,LA,100,4,0.129
24.3333333333333,74,47,4,11,W,LA,40,4,0.132
24.3333333333333,74,48,4,12,W,LA,20,4,0.152
24.3333333333333,74,49,5,1,MG1655,None,0,1,0.724
24.3333333333333,74,50,5,2,MG1655,3-HP,300,1,0.142
24.3333333333333,74,51,5,3,MG1655,3-HP,200,1,0.142
24.3333333333333,74,52,5,4,MG1655,3-HP,100,1,0.154
24.3333333333333,74,53,5,5,MG1655,3-HP,40,1,0.139
24.3333333333333,74,54,5,6,MG1655,3-HP,20,1,0.156
24.3333333333333,74,55,5,7,medium,3-HP,300,1,0.141
24.3333333333333,74,56,5,8,MG1655,LA,300,1,0.145
24.3333333333333,74,57,5,9,MG1655,LA,200,1,0.146
24.3333333333333,74,58,5,10,MG1655,LA,100,1,0.139
24.3333333333333,74,59,5,11,MG1655,LA,40,1,0.142
24.3333333333333,74,60,5,12,MG1655,LA,20,1,0.397
24.3333333333333,74,61,6,1,MG1655,None,0,2,0.718
24.3333333333333,74,62,6,2,MG1655,3-HP,300,2,0.138
24.3333333333333,74,63,6,3,MG1655,3-HP,200,2,0.143
24.3333333333333,74,64,6,4,MG1655,3-HP,100,2,0.143
24.3333333333333,74,65,6,5,MG1655,3-HP,40,2,0.148
24.3333333333333,74,66,6,6,MG1655,3-HP,20,2,0.306
24.3333333333333,74,67,6,7,medium,3-HP,300,2,0.134
24.3333333333333,74,68,6,8,MG1655,LA,300,2,0.154
24.3333333333333,74,69,6,9,MG1655,LA,200,2,0.142
24.3333333333333,74,70,6,10,MG1655,LA,100,2,0.14
24.3333333333333,74,71,6,11,MG1655,LA,40,2,0.146
24.3333333333333,74,72,6,12,MG1655,LA,20,2,0.386
24.3333333333333,74,73,7,1,MG1655,None,0,3,0.726
24.3333333333333,74,74,7,2,MG1655,3-HP,300,3,0.143
24.3333333333333,74,75,7,3,MG1655,3-HP,200,3,0.144
24.3333333333333,74,76,7,4,MG1655,3-HP,100,3,0.147
24.3333333333333,74,77,7,5,MG1655,3-HP,40,3,0.153
24.3333333333333,74,78,7,6,MG1655,3-HP,20,3,0.371
24.3333333333333,74,79,7,7,medium,3-HP,300,3,0.15
24.3333333333333,74,80,7,8,MG1655,LA,300,3,0.136
24.3333333333333,74,81,7,9,MG1655,LA,200,3,0.145
24.3333333333333,74,82,7,10,MG1655,LA,100,3,0.141
24.3333333333333,74,83,7,11,MG1655,LA,40,3,0.143
24.3333333333333,74,84,7,12,MG1655,LA,20,3,0.39
24.3333333333333,74,85,8,1,MG1655,None,0,4,0.738
24.3333333333333,74,86,8,2,MG1655,3-HP,300,4,0.149
24.3333333333333,74,87,8,3,MG1655,3-HP,200,4,0.137
24.3333333333333,74,88,8,4,MG1655,3-HP,100,4,0.144
24.3333333333333,74,89,8,5,MG1655,3-HP,40,4,0.15
24.3333333333333,74,90,8,6,MG1655,3-HP,20,4,0.37
24.3333333333333,74,91,8,7,medium,3-HP,300,4,0.145
24.3333333333333,74,92,8,8,MG1655,LA,300,4,0.149
24.3333333333333,74,93,8,9,MG1655,LA,200,4,0.146
24.3333333333333,74,94,8,10,MG1655,LA,100,4,0.137
24.3333333333333,74,95,8,11,MG1655,LA,40,4,0.143
24.3333333333333,74,96,8,12,MG1655,LA,20,4,0.184
24.6666666666667,75,1,1,1,W,None,0,1,0.14
24.6666666666667,75,2,1,2,W,3-HP,300,1,0.138
24.6666666666667,75,3,1,3,W,3-HP,200,1,0.154
24.6666666666667,75,4,1,4,W,3-HP,100,1,0.159
24.6666666666667,75,5,1,5,W,3-HP,40,1,0.143
24.6666666666667,75,6,1,6,W,3-HP,20,1,0.142
24.6666666666667,75,7,1,7,medium,None,0,1,0.147
24.6666666666667,75,8,1,8,W,LA,300,1,0.14
24.6666666666667,75,9,1,9,W,LA,200,1,0.137
24.6666666666667,75,10,1,10,W,LA,100,1,0.32
24.6666666666667,75,11,1,11,W,LA,40,1,0.145
24.6666666666667,75,12,1,12,W,LA,20,1,0.143
24.6666666666667,75,13,2,1,W,None,0,2,0.148
24.6666666666667,75,14,2,2,W,3-HP,300,2,0.138
24.6666666666667,75,15,2,3,W,3-HP,200,2,0.144
24.6666666666667,75,16,2,4,W,3-HP,100,2,0.141
24.6666666666667,75,17,2,5,W,3-HP,40,2,0.141
24.6666666666667,75,18,2,6,W,3-HP,20,2,0.142
24.6666666666667,75,19,2,7,medium,None,0,2,0.142
24.6666666666667,75,20,2,8,W,LA,300,2,0.142
24.6666666666667,75,21,2,9,W,LA,200,2,0.145
24.6666666666667,75,22,2,10,W,LA,100,2,0.141
24.6666666666667,75,23,2,11,W,LA,40,2,0.148
24.6666666666667,75,24,2,12,W,LA,20,2,0.146
24.6666666666667,75,25,3,1,W,None,0,3,0.141
24.6666666666667,75,26,3,2,W,3-HP,300,3,0.138
24.6666666666667,75,27,3,3,W,3-HP,200,3,0.145
24.6666666666667,75,28,3,4,W,3-HP,100,3,0.151
24.6666666666667,75,29,3,5,W,3-HP,40,3,0.138
24.6666666666667,75,30,3,6,W,3-HP,20,3,0.138
24.6666666666667,75,31,3,7,medium,None,0,3,0.138
24.6666666666667,75,32,3,8,W,LA,300,3,0.143
24.6666666666667,75,33,3,9,W,LA,200,3,0.148
24.6666666666667,75,34,3,10,W,LA,100,3,0.14
24.6666666666667,75,35,3,11,W,LA,40,3,0.149
24.6666666666667,75,36,3,12,W,LA,20,3,0.153
24.6666666666667,75,37,4,1,W,None,0,4,0.147
24.6666666666667,75,38,4,2,W,3-HP,300,4,0.146
24.6666666666667,75,39,4,3,W,3-HP,200,4,0.14
24.6666666666667,75,40,4,4,W,3-HP,100,4,0.14
24.6666666666667,75,41,4,5,W,3-HP,40,4,0.138
24.6666666666667,75,42,4,6,W,3-HP,20,4,0.144
24.6666666666667,75,43,4,7,medium,None,0,4,0.162
24.6666666666667,75,44,4,8,W,LA,300,4,0.134
24.6666666666667,75,45,4,9,W,LA,200,4,0.142
24.6666666666667,75,46,4,10,W,LA,100,4,0.129
24.6666666666667,75,47,4,11,W,LA,40,4,0.132
24.6666666666667,75,48,4,12,W,LA,20,4,0.151
24.6666666666667,75,49,5,1,MG1655,None,0,1,0.724
24.6666666666667,75,50,5,2,MG1655,3-HP,300,1,0.142
24.6666666666667,75,51,5,3,MG1655,3-HP,200,1,0.142
24.6666666666667,75,52,5,4,MG1655,3-HP,100,1,0.153
24.6666666666667,75,53,5,5,MG1655,3-HP,40,1,0.139
24.6666666666667,75,54,5,6,MG1655,3-HP,20,1,0.157
24.6666666666667,75,55,5,7,medium,3-HP,300,1,0.141
24.6666666666667,75,56,5,8,MG1655,LA,300,1,0.145
24.6666666666667,75,57,5,9,MG1655,LA,200,1,0.146
24.6666666666667,75,58,5,10,MG1655,LA,100,1,0.139
24.6666666666667,75,59,5,11,MG1655,LA,40,1,0.142
24.6666666666667,75,60,5,12,MG1655,LA,20,1,0.398
24.6666666666667,75,61,6,1,MG1655,None,0,2,0.719
24.6666666666667,75,62,6,2,MG1655,3-HP,300,2,0.138
24.6666666666667,75,63,6,3,MG1655,3-HP,200,2,0.143
24.6666666666667,75,64,6,4,MG1655,3-HP,100,2,0.143
24.6666666666667,75,65,6,5,MG1655,3-HP,40,2,0.148
24.6666666666667,75,66,6,6,MG1655,3-HP,20,2,0.303
24.6666666666667,75,67,6,7,medium,3-HP,300,2,0.134
24.6666666666667,75,68,6,8,MG1655,LA,300,2,0.154
24.6666666666667,75,69,6,9,MG1655,LA,200,2,0.142
24.6666666666667,75,70,6,10,MG1655,LA,100,2,0.14
24.6666666666667,75,71,6,11,MG1655,LA,40,2,0.146
24.6666666666667,75,72,6,12,MG1655,LA,20,2,0.383
24.6666666666667,75,73,7,1,MG1655,None,0,3,0.728
24.6666666666667,75,74,7,2,MG1655,3-HP,300,3,0.143
24.6666666666667,75,75,7,3,MG1655,3-HP,200,3,0.144
24.6666666666667,75,76,7,4,MG1655,3-HP,100,3,0.147
24.6666666666667,75,77,7,5,MG1655,3-HP,40,3,0.153
24.6666666666667,75,78,7,6,MG1655,3-HP,20,3,0.373
24.6666666666667,75,79,7,7,medium,3-HP,300,3,0.15
24.6666666666667,75,80,7,8,MG1655,LA,300,3,0.136
24.6666666666667,75,81,7,9,MG1655,LA,200,3,0.145
24.6666666666667,75,82,7,10,MG1655,LA,100,3,0.141
24.6666666666667,75,83,7,11,MG1655,LA,40,3,0.144
24.6666666666667,75,84,7,12,MG1655,LA,20,3,0.391
24.6666666666667,75,85,8,1,MG1655,None,0,4,0.739
24.6666666666667,75,86,8,2,MG1655,3-HP,300,4,0.149
24.6666666666667,75,87,8,3,MG1655,3-HP,200,4,0.137
24.6666666666667,75,88,8,4,MG1655,3-HP,100,4,0.144
24.6666666666667,75,89,8,5,MG1655,3-HP,40,4,0.15
24.6666666666667,75,90,8,6,MG1655,3-HP,20,4,0.367
24.6666666666667,75,91,8,7,medium,3-HP,300,4,0.144
24.6666666666667,75,92,8,8,MG1655,LA,300,4,0.149
24.6666666666667,75,93,8,9,MG1655,LA,200,4,0.147
24.6666666666667,75,94,8,10,MG1655,LA,100,4,0.137
24.6666666666667,75,95,8,11,MG1655,LA,40,4,0.143
24.6666666666667,75,96,8,12,MG1655,LA,20,4,0.19
25,76,1,1,1,W,None,0,1,0.14
25,76,2,1,2,W,3-HP,300,1,0.138
25,76,3,1,3,W,3-HP,200,1,0.153
25,76,4,1,4,W,3-HP,100,1,0.159
25,76,5,1,5,W,3-HP,40,1,0.143
25,76,6,1,6,W,3-HP,20,1,0.142
25,76,7,1,7,medium,None,0,1,0.147
25,76,8,1,8,W,LA,300,1,0.14
25,76,9,1,9,W,LA,200,1,0.137
25,76,10,1,10,W,LA,100,1,0.32
25,76,11,1,11,W,LA,40,1,0.145
25,76,12,1,12,W,LA,20,1,0.143
25,76,13,2,1,W,None,0,2,0.147
25,76,14,2,2,W,3-HP,300,2,0.138
25,76,15,2,3,W,3-HP,200,2,0.144
