cycle,time,well,row,col,temperature,strain,mol_ID,mol_conc,replicate,OD
108,35.6666666666667,A10,1,10,30.1,W,LA,100,1,0.331
108,35.6666666666667,A11,1,11,30.1,W,LA,40,1,0.144
108,35.6666666666667,A12,1,12,30.1,W,LA,20,1,0.143
108,35.6666666666667,B1,2,1,30.1,W,None,0,2,0.147
108,35.6666666666667,B2,2,2,30.1,W,3-HP,300,2,0.137
108,35.6666666666667,B3,2,3,30.1,W,3-HP,200,2,0.144
108,35.6666666666667,B4,2,4,30.1,W,3-HP,100,2,0.141
108,35.6666666666667,B5,2,5,30.1,W,3-HP,40,2,0.139
108,35.6666666666667,B6,2,6,30.1,W,3-HP,20,2,0.141
108,35.6666666666667,B7,2,7,30.1,medium,None,0,2,0.142
108,35.6666666666667,B8,2,8,30.1,W,LA,300,2,0.141
108,35.6666666666667,B9,2,9,30.1,W,LA,200,2,0.144
108,35.6666666666667,B10,2,10,30.1,W,LA,100,2,0.14
108,35.6666666666667,B11,2,11,30.1,W,LA,40,2,0.146
108,35.6666666666667,B12,2,12,30.1,W,LA,20,2,0.146
108,35.6666666666667,C1,3,1,30.1,W,None,0,3,0.139
108,35.6666666666667,C2,3,2,30.1,W,3-HP,300,3,0.136
108,35.6666666666667,C3,3,3,30.1,W,3-HP,200,3,0.145
108,35.6666666666667,C4,3,4,30.1,W,3-HP,100,3,0.151
108,35.6666666666667,C5,3,5,30.1,W,3-HP,40,3,0.137
108,35.6666666666667,C6,3,6,30.1,W,3-HP,20,3,0.137
108,35.6666666666667,C7,3,7,30.1,medium,None,0,3,0.137
108,35.6666666666667,C8,3,8,30.1,W,LA,300,3,0.141
108,35.6666666666667,C9,3,9,30.1,W,LA,200,3,0.146
108,35.6666666666667,C10,3,10,30.1,W,LA,100,3,0.14
108,35.6666666666667,C11,3,11,30.1,W,LA,40,3,0.148
108,35.6666666666667,C12,3,12,30.1,W,LA,20,3,0.152
108,35.6666666666667,D1,4,1,30.1,W,None,0,4,0.146
108,35.6666666666667,D2,4,2,30.1,W,3-HP,300,4,0.145
108,35.6666666666667,D3,4,3,30.1,W,3-HP,200,4,0.14
108,35.6666666666667,D4,4,4,30.1,W,3-HP,100,4,0.14
108,35.6666666666667,D5,4,5,30.1,W,3-HP,40,4,0.138
108,35.6666666666667,D6,4,6,30.1,W,3-HP,20,4,0.148
108,35.6666666666667,D7,4,7,30.1,medium,None,0,4,0.148
108,35.6666666666667,D8,4,8,30.1,W,LA,300,4,0.134
108,35.6666666666667,D9,4,9,30.1,W,LA,200,4,0.14
108,35.6666666666667,D10,4,10,30.1,W,LA,100,4,0.129
108,35.6666666666667,D11,4,11,30.1,W,LA,40,4,0.132
108,35.6666666666667,D12,4,12,30.1,W,LA,20,4,0.15
108,35.6666666666667,E1,5,1,30.1,MG1655,None,0,1,0.802
108,35.6666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.141
108,35.6666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.142
108,35.6666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.153
108,35.6666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.138
108,35.6666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.179
108,35.6666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.142
108,35.6666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.143
108,35.6666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.144
108,35.6666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.139
108,35.6666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.141
108,35.6666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.399
108,35.6666666666667,F1,6,1,30.1,MG1655,None,0,2,0.793
108,35.6666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.137
108,35.6666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.141
108,35.6666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.142
108,35.6666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.147
108,35.6666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.297
108,35.6666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.133
108,35.6666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.153
108,35.6666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.142
108,35.6666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.139
108,35.6666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.143
108,35.6666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.381
108,35.6666666666667,G1,7,1,30.1,MG1655,None,0,3,0.806
108,35.6666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.143
108,35.6666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.143
108,35.6666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.147
108,35.6666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.152
108,35.6666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.353
108,35.6666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.15
108,35.6666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.135
108,35.6666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.145
108,35.6666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.14
108,35.6666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.142
108,35.6666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.392
108,35.6666666666667,H1,8,1,30.1,MG1655,None,0,4,0.825
108,35.6666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.147
108,35.6666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.136
108,35.6666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.143
108,35.6666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.148
108,35.6666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.344
108,35.6666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.143
108,35.6666666666667,H8,8,8,30.1,MG1655,LA,300,4,0.148
108,35.6666666666667,H9,8,9,30.1,MG1655,LA,200,4,0.146
108,35.6666666666667,H10,8,10,30.1,MG1655,LA,100,4,0.138
108,35.6666666666667,H11,8,11,30.1,MG1655,LA,40,4,0.142
108,35.6666666666667,H12,8,12,30.1,MG1655,LA,20,4,0.359
109,36,A1,1,1,30.1,W,None,0,1,0.14
109,36,A2,1,2,30.1,W,3-HP,300,1,0.138
109,36,A3,1,3,30.1,W,3-HP,200,1,0.152
109,36,A4,1,4,30.1,W,3-HP,100,1,0.157
109,36,A5,1,5,30.1,W,3-HP,40,1,0.142
109,36,A6,1,6,30.1,W,3-HP,20,1,0.141
109,36,A7,1,7,30.1,medium,None,0,1,0.146
109,36,A8,1,8,30.1,W,LA,300,1,0.14
109,36,A9,1,9,30.1,W,LA,200,1,0.137
109,36,A10,1,10,30.1,W,LA,100,1,0.33
109,36,A11,1,11,30.1,W,LA,40,1,0.144
109,36,A12,1,12,30.1,W,LA,20,1,0.143
109,36,B1,2,1,30.1,W,None,0,2,0.147
109,36,B2,2,2,30.1,W,3-HP,300,2,0.137
109,36,B3,2,3,30.1,W,3-HP,200,2,0.144
109,36,B4,2,4,30.1,W,3-HP,100,2,0.141
109,36,B5,2,5,30.1,W,3-HP,40,2,0.139
109,36,B6,2,6,30.1,W,3-HP,20,2,0.141
109,36,B7,2,7,30.1,medium,None,0,2,0.142
109,36,B8,2,8,30.1,W,LA,300,2,0.141
109,36,B9,2,9,30.1,W,LA,200,2,0.144
109,36,B10,2,10,30.1,W,LA,100,2,0.139
109,36,B11,2,11,30.1,W,LA,40,2,0.146
109,36,B12,2,12,30.1,W,LA,20,2,0.145
109,36,C1,3,1,30.1,W,None,0,3,0.139
109,36,C2,3,2,30.1,W,3-HP,300,3,0.136
109,36,C3,3,3,30.1,W,3-HP,200,3,0.145
109,36,C4,3,4,30.1,W,3-HP,100,3,0.151
109,36,C5,3,5,30.1,W,3-HP,40,3,0.137
109,36,C6,3,6,30.1,W,3-HP,20,3,0.137
109,36,C7,3,7,30.1,medium,None,0,3,0.137
109,36,C8,3,8,30.1,W,LA,300,3,0.141
109,36,C9,3,9,30.1,W,LA,200,3,0.146
109,36,C10,3,10,30.1,W,LA,100,3,0.14
109,36,C11,3,11,30.1,W,LA,40,3,0.148
109,36,C12,3,12,30.1,W,LA,20,3,0.151
109,36,D1,4,1,30.1,W,None,0,4,0.145
109,36,D2,4,2,30.1,W,3-HP,300,4,0.145
109,36,D3,4,3,30.1,W,3-HP,200,4,0.139
109,36,D4,4,4,30.1,W,3-HP,100,4,0.14
109,36,D5,4,5,30.1,W,3-HP,40,4,0.137
109,36,D6,4,6,30.1,W,3-HP,20,4,0.148
109,36,D7,4,7,30.1,medium,None,0,4,0.147
109,36,D8,4,8,30.1,W,LA,300,4,0.133
109,36,D9,4,9,30.1,W,LA,200,4,0.14
109,36,D10,4,10,30.1,W,LA,100,4,0.129
109,36,D11,4,11,30.1,W,LA,40,4,0.132
109,36,D12,4,12,30.1,W,LA,20,4,0.15
109,36,E1,5,1,30.1,MG1655,None,0,1,0.805
109,36,E2,5,2,30.1,MG1655,3-HP,300,1,0.14
109,36,E3,5,3,30.1,MG1655,3-HP,200,1,0.142
109,36,E4,5,4,30.1,MG1655,3-HP,100,1,0.153
109,36,E5,5,5,30.1,MG1655,3-HP,40,1,0.138
109,36,E6,5,6,30.1,MG1655,3-HP,20,1,0.176
109,36,E7,5,7,30.1,medium,3-HP,300,1,0.142
109,36,E8,5,8,30.1,MG1655,LA,300,1,0.143
109,36,E9,5,9,30.1,MG1655,LA,200,1,0.144
109,36,E10,5,10,30.1,MG1655,LA,100,1,0.139
109,36,E11,5,11,30.1,MG1655,LA,40,1,0.141
109,36,E12,5,12,30.1,MG1655,LA,20,1,0.398
109,36,F1,6,1,30.1,MG1655,None,0,2,0.798
109,36,F2,6,2,30.1,MG1655,3-HP,300,2,0.137
109,36,F3,6,3,30.1,MG1655,3-HP,200,2,0.142
109,36,F4,6,4,30.1,MG1655,3-HP,100,2,0.142
109,36,F5,6,5,30.1,MG1655,3-HP,40,2,0.147
109,36,F6,6,6,30.1,MG1655,3-HP,20,2,0.297
109,36,F7,6,7,30.1,medium,3-HP,300,2,0.133
109,36,F8,6,8,30.1,MG1655,LA,300,2,0.152
109,36,F9,6,9,30.1,MG1655,LA,200,2,0.141
109,36,F10,6,10,30.1,MG1655,LA,100,2,0.139
109,36,F11,6,11,30.1,MG1655,LA,40,2,0.143
109,36,F12,6,12,30.1,MG1655,LA,20,2,0.38
109,36,G1,7,1,30.1,MG1655,None,0,3,0.81
109,36,G2,7,2,30.1,MG1655,3-HP,300,3,0.143
109,36,G3,7,3,30.1,MG1655,3-HP,200,3,0.143
109,36,G4,7,4,30.1,MG1655,3-HP,100,3,0.147
109,36,G5,7,5,30.1,MG1655,3-HP,40,3,0.152
109,36,G6,7,6,30.1,MG1655,3-HP,20,3,0.353
109,36,G7,7,7,30.1,medium,3-HP,300,3,0.15
109,36,G8,7,8,30.1,MG1655,LA,300,3,0.136
109,36,G9,7,9,30.1,MG1655,LA,200,3,0.145
109,36,G10,7,10,30.1,MG1655,LA,100,3,0.14
109,36,G11,7,11,30.1,MG1655,LA,40,3,0.142
109,36,G12,7,12,30.1,MG1655,LA,20,3,0.392
109,36,H1,8,1,30.1,MG1655,None,0,4,0.825
109,36,H2,8,2,30.1,MG1655,3-HP,300,4,0.146
109,36,H3,8,3,30.1,MG1655,3-HP,200,4,0.136
109,36,H4,8,4,30.1,MG1655,3-HP,100,4,0.143
109,36,H5,8,5,30.1,MG1655,3-HP,40,4,0.149
109,36,H6,8,6,30.1,MG1655,3-HP,20,4,0.343
109,36,H7,8,7,30.1,medium,3-HP,300,4,0.143
109,36,H8,8,8,30.1,MG1655,LA,300,4,0.148
109,36,H9,8,9,30.1,MG1655,LA,200,4,0.146
109,36,H10,8,10,30.1,MG1655,LA,100,4,0.137
109,36,H11,8,11,30.1,MG1655,LA,40,4,0.142
109,36,H12,8,12,30.1,MG1655,LA,20,4,0.358
110,36.3333333333333,A1,1,1,30.1,W,None,0,1,0.14
110,36.3333333333333,A2,1,2,30.1,W,3-HP,300,1,0.137
110,36.3333333333333,A3,1,3,30.1,W,3-HP,200,1,0.152
110,36.3333333333333,A4,1,4,30.1,W,3-HP,100,1,0.157
110,36.3333333333333,A5,1,5,30.1,W,3-HP,40,1,0.141
110,36.3333333333333,A6,1,6,30.1,W,3-HP,20,1,0.141
110,36.3333333333333,A7,1,7,30.1,medium,None,0,1,0.146
110,36.3333333333333,A8,1,8,30.1,W,LA,300,1,0.14
110,36.3333333333333,A9,1,9,30.1,W,LA,200,1,0.137
110,36.3333333333333,A10,1,10,30.1,W,LA,100,1,0.33
110,36.3333333333333,A11,1,11,30.1,W,LA,40,1,0.144
110,36.3333333333333,A12,1,12,30.1,W,LA,20,1,0.143
110,36.3333333333333,B1,2,1,30.1,W,None,0,2,0.147
110,36.3333333333333,B2,2,2,30.1,W,3-HP,300,2,0.137
110,36.3333333333333,B3,2,3,30.1,W,3-HP,200,2,0.143
110,36.3333333333333,B4,2,4,30.1,W,3-HP,100,2,0.141
110,36.3333333333333,B5,2,5,30.1,W,3-HP,40,2,0.138
110,36.3333333333333,B6,2,6,30.1,W,3-HP,20,2,0.141
110,36.3333333333333,B7,2,7,30.1,medium,None,0,2,0.141
110,36.3333333333333,B8,2,8,30.1,W,LA,300,2,0.141
110,36.3333333333333,B9,2,9,30.1,W,LA,200,2,0.144
110,36.3333333333333,B10,2,10,30.1,W,LA,100,2,0.139
110,36.3333333333333,B11,2,11,30.1,W,LA,40,2,0.146
110,36.3333333333333,B12,2,12,30.1,W,LA,20,2,0.145
110,36.3333333333333,C1,3,1,30.1,W,None,0,3,0.139
110,36.3333333333333,C2,3,2,30.1,W,3-HP,300,3,0.136
110,36.3333333333333,C3,3,3,30.1,W,3-HP,200,3,0.145
110,36.3333333333333,C4,3,4,30.1,W,3-HP,100,3,0.151
110,36.3333333333333,C5,3,5,30.1,W,3-HP,40,3,0.137
110,36.3333333333333,C6,3,6,30.1,W,3-HP,20,3,0.137
110,36.3333333333333,C7,3,7,30.1,medium,None,0,3,0.137
110,36.3333333333333,C8,3,8,30.1,W,LA,300,3,0.141
110,36.3333333333333,C9,3,9,30.1,W,LA,200,3,0.146
110,36.3333333333333,C10,3,10,30.1,W,LA,100,3,0.14
110,36.3333333333333,C11,3,11,30.1,W,LA,40,3,0.148
110,36.3333333333333,C12,3,12,30.1,W,LA,20,3,0.152
110,36.3333333333333,D1,4,1,30.1,W,None,0,4,0.145
110,36.3333333333333,D2,4,2,30.1,W,3-HP,300,4,0.145
110,36.3333333333333,D3,4,3,30.1,W,3-HP,200,4,0.139
110,36.3333333333333,D4,4,4,30.1,W,3-HP,100,4,0.14
110,36.3333333333333,D5,4,5,30.1,W,3-HP,40,4,0.137
110,36.3333333333333,D6,4,6,30.1,W,3-HP,20,4,0.148
110,36.3333333333333,D7,4,7,30.1,medium,None,0,4,0.147
110,36.3333333333333,D8,4,8,30.1,W,LA,300,4,0.133
110,36.3333333333333,D9,4,9,30.1,W,LA,200,4,0.139
110,36.3333333333333,D10,4,10,30.1,W,LA,100,4,0.129
110,36.3333333333333,D11,4,11,30.1,W,LA,40,4,0.132
110,36.3333333333333,D12,4,12,30.1,W,LA,20,4,0.15
110,36.3333333333333,E1,5,1,30.1,MG1655,None,0,1,0.81
110,36.3333333333333,E2,5,2,30.1,MG1655,3-HP,300,1,0.14
110,36.3333333333333,E3,5,3,30.1,MG1655,3-HP,200,1,0.142
110,36.3333333333333,E4,5,4,30.1,MG1655,3-HP,100,1,0.153
110,36.3333333333333,E5,5,5,30.1,MG1655,3-HP,40,1,0.138
110,36.3333333333333,E6,5,6,30.1,MG1655,3-HP,20,1,0.177
110,36.3333333333333,E7,5,7,30.1,medium,3-HP,300,1,0.142
110,36.3333333333333,E8,5,8,30.1,MG1655,LA,300,1,0.143
110,36.3333333333333,E9,5,9,30.1,MG1655,LA,200,1,0.144
110,36.3333333333333,E10,5,10,30.1,MG1655,LA,100,1,0.139
110,36.3333333333333,E11,5,11,30.1,MG1655,LA,40,1,0.141
110,36.3333333333333,E12,5,12,30.1,MG1655,LA,20,1,0.397
110,36.3333333333333,F1,6,1,30.1,MG1655,None,0,2,0.803
110,36.3333333333333,F2,6,2,30.1,MG1655,3-HP,300,2,0.137
110,36.3333333333333,F3,6,3,30.1,MG1655,3-HP,200,2,0.141
110,36.3333333333333,F4,6,4,30.1,MG1655,3-HP,100,2,0.142
110,36.3333333333333,F5,6,5,30.1,MG1655,3-HP,40,2,0.147
110,36.3333333333333,F6,6,6,30.1,MG1655,3-HP,20,2,0.297
110,36.3333333333333,F7,6,7,30.1,medium,3-HP,300,2,0.133
110,36.3333333333333,F8,6,8,30.1,MG1655,LA,300,2,0.152
110,36.3333333333333,F9,6,9,30.1,MG1655,LA,200,2,0.141
110,36.3333333333333,F10,6,10,30.1,MG1655,LA,100,2,0.139
110,36.3333333333333,F11,6,11,30.1,MG1655,LA,40,2,0.143
110,36.3333333333333,F12,6,12,30.1,MG1655,LA,20,2,0.38
110,36.3333333333333,G1,7,1,30.1,MG1655,None,0,3,0.818
110,36.3333333333333,G2,7,2,30.1,MG1655,3-HP,300,3,0.143
110,36.3333333333333,G3,7,3,30.1,MG1655,3-HP,200,3,0.143
110,36.3333333333333,G4,7,4,30.1,MG1655,3-HP,100,3,0.147
110,36.3333333333333,G5,7,5,30.1,MG1655,3-HP,40,3,0.152
110,36.3333333333333,G6,7,6,30.1,MG1655,3-HP,20,3,0.353
110,36.3333333333333,G7,7,7,30.1,medium,3-HP,300,3,0.15
110,36.3333333333333,G8,7,8,30.1,MG1655,LA,300,3,0.135
110,36.3333333333333,G9,7,9,30.1,MG1655,LA,200,3,0.144
110,36.3333333333333,G10,7,10,30.1,MG1655,LA,100,3,0.14
110,36.3333333333333,G11,7,11,30.1,MG1655,LA,40,3,0.142
110,36.3333333333333,G12,7,12,30.1,MG1655,LA,20,3,0.392
110,36.3333333333333,H1,8,1,30.1,MG1655,None,0,4,0.831
110,36.3333333333333,H2,8,2,30.1,MG1655,3-HP,300,4,0.147
110,36.3333333333333,H3,8,3,30.1,MG1655,3-HP,200,4,0.136
110,36.3333333333333,H4,8,4,30.1,MG1655,3-HP,100,4,0.143
110,36.3333333333333,H5,8,5,30.1,MG1655,3-HP,40,4,0.149
110,36.3333333333333,H6,8,6,30.1,MG1655,3-HP,20,4,0.343
110,36.3333333333333,H7,8,7,30.1,medium,3-HP,300,4,0.143
110,36.3333333333333,H8,8,8,30.1,MG1655,LA,300,4,0.148
110,36.3333333333333,H9,8,9,30.1,MG1655,LA,200,4,0.146
110,36.3333333333333,H10,8,10,30.1,MG1655,LA,100,4,0.137
110,36.3333333333333,H11,8,11,30.1,MG1655,LA,40,4,0.142
110,36.3333333333333,H12,8,12,30.1,MG1655,LA,20,4,0.36
111,36.6666666666667,A1,1,1,30.1,W,None,0,1,0.139
111,36.6666666666667,A2,1,2,30.1,W,3-HP,300,1,0.137
111,36.6666666666667,A3,1,3,30.1,W,3-HP,200,1,0.152
111,36.6666666666667,A4,1,4,30.1,W,3-HP,100,1,0.157
111,36.6666666666667,A5,1,5,30.1,W,3-HP,40,1,0.141
111,36.6666666666667,A6,1,6,30.1,W,3-HP,20,1,0.141
111,36.6666666666667,A7,1,7,30.1,medium,None,0,1,0.146
111,36.6666666666667,A8,1,8,30.1,W,LA,300,1,0.139
111,36.6666666666667,A9,1,9,30.1,W,LA,200,1,0.137
111,36.6666666666667,A10,1,10,30.1,W,LA,100,1,0.33
111,36.6666666666667,A11,1,11,30.1,W,LA,40,1,0.144
111,36.6666666666667,A12,1,12,30.1,W,LA,20,1,0.143
111,36.6666666666667,B1,2,1,30.1,W,None,0,2,0.147
111,36.6666666666667,B2,2,2,30.1,W,3-HP,300,2,0.137
111,36.6666666666667,B3,2,3,30.1,W,3-HP,200,2,0.143
111,36.6666666666667,B4,2,4,30.1,W,3-HP,100,2,0.141
111,36.6666666666667,B5,2,5,30.1,W,3-HP,40,2,0.139
111,36.6666666666667,B6,2,6,30.1,W,3-HP,20,2,0.141
111,36.6666666666667,B7,2,7,30.1,medium,None,0,2,0.141
111,36.6666666666667,B8,2,8,30.1,W,LA,300,2,0.141
111,36.6666666666667,B9,2,9,30.1,W,LA,200,2,0.144
111,36.6666666666667,B10,2,10,30.1,W,LA,100,2,0.139
111,36.6666666666667,B11,2,11,30.1,W,LA,40,2,0.146
111,36.6666666666667,B12,2,12,30.1,W,LA,20,2,0.145
111,36.6666666666667,C1,3,1,30.1,W,None,0,3,0.139
111,36.6666666666667,C2,3,2,30.1,W,3-HP,300,3,0.136
111,36.6666666666667,C3,3,3,30.1,W,3-HP,200,3,0.145
111,36.6666666666667,C4,3,4,30.1,W,3-HP,100,3,0.151
111,36.6666666666667,C5,3,5,30.1,W,3-HP,40,3,0.137
111,36.6666666666667,C6,3,6,30.1,W,3-HP,20,3,0.138
111,36.6666666666667,C7,3,7,30.1,medium,None,0,3,0.137
111,36.6666666666667,C8,3,8,30.1,W,LA,300,3,0.141
111,36.6666666666667,C9,3,9,30.1,W,LA,200,3,0.146
111,36.6666666666667,C10,3,10,30.1,W,LA,100,3,0.14
111,36.6666666666667,C11,3,11,30.1,W,LA,40,3,0.148
111,36.6666666666667,C12,3,12,30.1,W,LA,20,3,0.152
111,36.6666666666667,D1,4,1,30.1,W,None,0,4,0.146
111,36.6666666666667,D2,4,2,30.1,W,3-HP,300,4,0.145
111,36.6666666666667,D3,4,3,30.1,W,3-HP,200,4,0.139
111,36.6666666666667,D4,4,4,30.1,W,3-HP,100,4,0.14
111,36.6666666666667,D5,4,5,30.1,W,3-HP,40,4,0.137
111,36.6666666666667,D6,4,6,30.1,W,3-HP,20,4,0.149
111,36.6666666666667,D7,4,7,30.1,medium,None,0,4,0.146
111,36.6666666666667,D8,4,8,30.1,W,LA,300,4,0.133
111,36.6666666666667,D9,4,9,30.1,W,LA,200,4,0.139
111,36.6666666666667,D10,4,10,30.1,W,LA,100,4,0.129
111,36.6666666666667,D11,4,11,30.1,W,LA,40,4,0.132
111,36.6666666666667,D12,4,12,30.1,W,LA,20,4,0.15
111,36.6666666666667,E1,5,1,30.1,MG1655,None,0,1,0.817
111,36.6666666666667,E2,5,2,30.1,MG1655,3-HP,300,1,0.14
111,36.6666666666667,E3,5,3,30.1,MG1655,3-HP,200,1,0.142
111,36.6666666666667,E4,5,4,30.1,MG1655,3-HP,100,1,0.153
111,36.6666666666667,E5,5,5,30.1,MG1655,3-HP,40,1,0.138
111,36.6666666666667,E6,5,6,30.1,MG1655,3-HP,20,1,0.182
111,36.6666666666667,E7,5,7,30.1,medium,3-HP,300,1,0.142
111,36.6666666666667,E8,5,8,30.1,MG1655,LA,300,1,0.143
111,36.6666666666667,E9,5,9,30.1,MG1655,LA,200,1,0.143
111,36.6666666666667,E10,5,10,30.1,MG1655,LA,100,1,0.139
111,36.6666666666667,E11,5,11,30.1,MG1655,LA,40,1,0.141
111,36.6666666666667,E12,5,12,30.1,MG1655,LA,20,1,0.398
111,36.6666666666667,F1,6,1,30.1,MG1655,None,0,2,0.805
111,36.6666666666667,F2,6,2,30.1,MG1655,3-HP,300,2,0.137
111,36.6666666666667,F3,6,3,30.1,MG1655,3-HP,200,2,0.141
111,36.6666666666667,F4,6,4,30.1,MG1655,3-HP,100,2,0.142
111,36.6666666666667,F5,6,5,30.1,MG1655,3-HP,40,2,0.146
111,36.6666666666667,F6,6,6,30.1,MG1655,3-HP,20,2,0.297
111,36.6666666666667,F7,6,7,30.1,medium,3-HP,300,2,0.132
111,36.6666666666667,F8,6,8,30.1,MG1655,LA,300,2,0.152
111,36.6666666666667,F9,6,9,30.1,MG1655,LA,200,2,0.141
111,36.6666666666667,F10,6,10,30.1,MG1655,LA,100,2,0.139
111,36.6666666666667,F11,6,11,30.1,MG1655,LA,40,2,0.143
111,36.6666666666667,F12,6,12,30.1,MG1655,LA,20,2,0.38
111,36.6666666666667,G1,7,1,30.1,MG1655,None,0,3,0.829
111,36.6666666666667,G2,7,2,30.1,MG1655,3-HP,300,3,0.143
111,36.6666666666667,G3,7,3,30.1,MG1655,3-HP,200,3,0.143
111,36.6666666666667,G4,7,4,30.1,MG1655,3-HP,100,3,0.147
111,36.6666666666667,G5,7,5,30.1,MG1655,3-HP,40,3,0.152
111,36.6666666666667,G6,7,6,30.1,MG1655,3-HP,20,3,0.352
111,36.6666666666667,G7,7,7,30.1,medium,3-HP,300,3,0.15
111,36.6666666666667,G8,7,8,30.1,MG1655,LA,300,3,0.135
111,36.6666666666667,G9,7,9,30.1,MG1655,LA,200,3,0.144
111,36.6666666666667,G10,7,10,30.1,MG1655,LA,100,3,0.14
111,36.6666666666667,G11,7,11,30.1,MG1655,LA,40,3,0.142
111,36.6666666666667,G12,7,12,30.1,MG1655,LA,20,3,0.392
111,36.6666666666667,H1,8,1,30.1,MG1655,None,0,4,0.83
111,36.6666666666667,H2,8,2,30.1,MG1655,3-HP,300,4,0.147
111,36.6666666666667,H3,8,3,30.1,MG1655,3-HP,200,4,0.136
111,36.6666666666667,H4,8,4,30.1,MG1655,3-HP,100,4,0.143
111,36.6666666666667,H5,8,5,30.1,MG1655,3-HP,40,4,0.148
111,36.6666666666667,H6,8,6,30.1,MG1655,3-HP,20,4,0.342
111,36.6666666666667,H7,8,7,30.1,medium,3-HP,300,4,0.143
111,36.6666666666667,H8,8,8,30.1,MG1655,LA,300,4,0.147
111,36.6666666666667,H9,8,9,30.1,MG1655,LA,200,4,0.145
111,36.6666666666667,H10,8,10,30.1,MG1655,LA,100,4,0.137
111,36.6666666666667,H11,8,11,30.1,MG1655,LA,40,4,0.142
111,36.6666666666667,H12,8,12,30.1,MG1655,LA,20,4,0.358
112,37,A1,1,1,30.1,W,None,0,1,0.14
112,37,A2,1,2,30.1,W,3-HP,300,1,0.138
112,37,A3,1,3,30.1,W,3-HP,200,1,0.152
112,37,A4,1,4,30.1,W,3-HP,100,1,0.157
112,37,A5,1,5,30.1,W,3-HP,40,1,0.142
112,37,A6,1,6,30.1,W,3-HP,20,1,0.141
112,37,A7,1,7,30.1,medium,None,0,1,0.146
112,37,A8,1,8,30.1,W,LA,300,1,0.14
112,37,A9,1,9,30.1,W,LA,200,1,0.137
112,37,A10,1,10,30.1,W,LA,100,1,0.33
112,37,A11,1,11,30.1,W,LA,40,1,0.144
112,37,A12,1,12,30.1,W,LA,20,1,0.143
112,37,B1,2,1,30.1,W,None,0,2,0.146
112,37,B2,2,2,30.1,W,3-HP,300,2,0.137
112,37,B3,2,3,30.1,W,3-HP,200,2,0.143
112,37,B4,2,4,30.1,W,3-HP,100,2,0.141
112,37,B5,2,5,30.1,W,3-HP,40,2,0.139
112,37,B6,2,6,30.1,W,3-HP,20,2,0.141
112,37,B7,2,7,30.1,medium,None,0,2,0.141
112,37,B8,2,8,30.1,W,LA,300,2,0.141
112,37,B9,2,9,30.1,W,LA,200,2,0.144
112,37,B10,2,10,30.1,W,LA,100,2,0.14
112,37,B11,2,11,30.1,W,LA,40,2,0.146
112,37,B12,2,12,30.1,W,LA,20,2,0.145
112,37,C1,3,1,30.1,W,None,0,3,0.139
112,37,C2,3,2,30.1,W,3-HP,300,3,0.136
112,37,C3,3,3,30.1,W,3-HP,200,3,0.145
112,37,C4,3,4,30.1,W,3-HP,100,3,0.151
112,37,C5,3,5,30.1,W,3-HP,40,3,0.137
112,37,C6,3,6,30.1,W,3-HP,20,3,0.138
112,37,C7,3,7,30.1,medium,None,0,3,0.137
112,37,C8,3,8,30.1,W,LA,300,3,0.141
